country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,base_cost,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR
,Kadai Paneer,1,0,0,0,g,100,75,210,10,14,9,1.5,3,240,0.79,0.68,0.58,75,5.4,3.94,123.71,1.11,1.08,1.01,2.9,2.96
,Kadal bral,1,0,0,0,g,100,30,87.95,18.72,1.34,0,0,0,53.66,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kadali,1,0,0,0,g,100,30,126.67,22.07,4.2,0,0,0,36.06,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Kadhi,1,0,0,0,g,100,25,80,3,3,10,0.5,4,160,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Kadhi Bari,1,0,0,0,g,100,30,120,4,5,14,1.5,2,190,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Kadhi Pakora,1,0,0,0,g,100,35,145,5,7,13,1,3,210,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Kafuli,1,0,0,0,g,100,30,95,3,5,9,3,1.5,150,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kahwa,0,0,0,1,ml,100,15,25,0.2,0,6,0,5,5,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
Austria,Kaiserschmarrn,1,0,0,0,g,100,24,220,5.5,8.3,30.0,0.6,10.0,110,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
,Kakori Kebab,0,1,0,0,g,100,180,280,18,21,4,0.5,0.8,370,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
India,Kala Chana Curry,0,0,0,1,g,100,16,145,7.0,3.1,22.0,6.2,1.4,170,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Kalamaara,1,0,0,0,g,100,30,125,20.89,4.54,0,0,0,29.33,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kalava,1,0,0,0,g,100,30,89.39,19.38,1.2,0,0,0,40.14,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kale,0,0,0,1,unit,1,15,49,4.3,0.9,8.8,3.6,2.3,38,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
Estonia,Kama,0,0,0,1,g,100,12,360,12.0,5.0,66.0,8.0,2.0,12,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Kanamayya,1,0,0,0,g,100,30,87.72,20.19,0.65,0,0,0,50.53,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Kanda Bhaji,0,0,1,0,g,100,50,296.6,8.3,19.3,22.4,5.4,5.1,188.6,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
India,Kane Fry,1,0,0,0,g,100,150,210,16,13,7,1,0.5,390,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
India,Kanika (Sweet Rice),0,0,0,1,unit,1,50,260,3,6,48,1,14,90,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Kannadi paarai,1,0,0,0,g,100,30,101.1,22.09,1.27,0,0,0,59.57,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
Zimbabwe,Kapenta,0,1,0,0,g,100,42,210,26.0,10.0,3.0,0.0,0.0,190,0.44,0.38,0.33,42.00,3.02,2.20,69.28,0.62,0.60,0.56,1.62,1.65
,Kappa (Tapioca),1,0,0,0,unit,1,25,160,1,0.3,38,2,1,15,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
Slovakia,Kapustnica,0,1,0,0,ml,100,14,62,3.1,3.0,5.0,1.3,1.4,240,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
India,Karanji,1,0,0,0,unit,1,25,170,2.5,9,22,1.2,8,35,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
Finland,Karelian Stew,0,1,0,0,g,100,30,165,15.0,10.0,3.0,0.2,0.5,210,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Karimeen,0,1,0,0,g,100,30,92.26,19.68,1.38,0,0,0,23.72,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Karimeen Pollichathu,0,1,0,0,g,100,180,210,18,13,4,0.8,1,320,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
Finland,Karjalanpiirakka,1,0,0,0,unit,1,12,140,3.1,3.5,23.0,0.8,0.4,170,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Karnagawala,1,0,0,0,g,100,30,86.76,19.52,0.84,0,0,0,63.27,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Karonda fruit,1,0,0,0,unit,1,5,33.7,1.15,1.67,2.55,7.25,1.75,2.55,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
,Kathi Roll,1,0,0,0,unit,1,70,330,12,14,38,2,2,420,0.74,0.63,0.55,70,5.04,3.67,115.47,1.03,1.01,0.94,2.71,2.77
Singapore,Kaya Toast,1,0,0,0,unit,1,10,120,2.4,4.0,18.0,0.6,6.0,150,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Kayrai,1,0,0,0,g,100,30,108.51,20.15,3,0,0,0,25.12,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
Lebanon,Kebab,0,1,0,0,unit,1,22,110,7.0,8.0,2.0,0.1,0.3,180,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
,Kebabs,0,1,0,0,g,100,170,270,18,20,4,0.5,1,360,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,"Kebabs (Seekh, Shami, Galouti)",0,1,0,0,g,100,180,270,18,20,4,0.5,1,360,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Keema,0,1,0,0,g,100,160,250,17,18,4,0.5,1,340,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
,Keema Paratha,0,1,0,0,unit,1,45,280,10,12,30,2,1,260,0.47,0.41,0.35,45,3.24,2.36,74.23,0.66,0.65,0.61,1.74,1.78
,Ker Sangri,1,0,0,0,g,100,60,130,3,8,11,4,2,180,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Kerala Fish Curry,0,1,0,0,g,100,140,125,8,8,5.5,1.5,3,340,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Kerala Parotta,1,0,0,0,unit,1,20,250,4,10,35,1,1,220,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Kesari,1,0,0,0,unit,1,35,250,3,8,40,1,18,120,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
India,Kesari Bath,1,0,0,0,unit,1,35,250,3,8,40,1,18,120,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Ketchup,0,0,0,1,ml,100,10,112,1.3,0.2,26.0,0.3,22.0,907,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
India,Khaja,1,0,0,0,unit,1,20,160,2,7,22,0.5,10,35,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Khandvi,1,0,0,0,unit,1,20,90,3,4,10,1,1,120,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Khar,0,0,0,1,g,100,25,70,2,2,10,2,1,120,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Khara Pongal,1,0,0,0,unit,1,60,260,7,9,38,3,1,330,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Kheer,1,0,0,0,g,100,16,135,3.2,4.0,21.0,0.2,13.0,42,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
India,Khichdi,1,0,0,0,unit,1,50,240,7,6,38,3,1.5,230,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
India,Khichdi (with Khatta),1,0,0,0,unit,1,70,300,8,8,48,3,2,320,0.74,0.63,0.55,70,5.04,3.67,115.47,1.03,1.01,0.94,2.71,2.77
,Khichuri,1,0,0,0,unit,1,60,260,7,7,40,3,1.5,220,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Khoa,1,0,0,0,g,100,30,315.97,16.34,20.62,16.33,0,16.14,48.1,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Khoba Roti,0,0,0,1,unit,1,18,130,3.5,1,25,2,0.4,140,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
India,Khopra Pak,1,0,0,0,unit,1,20,170,2,9,20,1,14,25,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Khura (Pancake),1,0,0,0,unit,1,20,140,3,3,25,1,2,90,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Khurmi,1,0,0,0,unit,1,10,115,2,4,18,0.5,8,25,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
Lithuania,Kibinai,0,1,0,0,unit,1,18,190,5.5,8.0,23.0,0.7,0.8,180,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
Estonia,Kiluvoileib,0,1,0,0,unit,1,15,95,4.2,4.5,9.0,0.7,0.4,240,0.16,0.14,0.12,15.00,1.08,0.79,24.74,0.22,0.22,0.20,0.59,0.60
,Kinema Curry,0,0,0,1,g,100,45,140,11,7,9,3,1,180,0.47,0.41,0.35,45,3.24,2.36,74.23,0.66,0.65,0.61,1.74,1.78
,Kiriyan,1,0,0,0,g,100,30,132.89,22.49,4.7,0,0,0,35.88,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kite fish,0,1,0,0,g,100,30,98.71,23.07,0.56,0,0,0,59.03,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
Greece,Kleftiko,0,1,0,0,g,100,40,210,18.0,13.0,4.0,0.4,0.8,220,0.42,0.36,0.31,40.00,2.88,2.10,65.98,0.59,0.58,0.54,1.54,1.58
,Knol - Khol,1,0,0,0,g,100,2.5,16.01,1.58,0.35,0.94,2.75,0.43,27.46,0.03,0.02,0.02,2.5,0.18,0.13,4.12,0.04,0.04,0.03,0.1,0.1
,Knol-Khol,1,0,0,0,g,100,4,42.54,3.12,0.35,4.57,2.76,0.1,26.8,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Koat Pitha,1,0,0,0,unit,1,18,145,2,4,26,0.8,10,20,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
India,Kodi Kura,1,0,0,0,g,100,150,225,19,14,6,1,1.5,350,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
,Kodubale,1,0,0,0,unit,1,10,130,2,6,17,1,0.5,130,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
India,Kofta Curry,1,0,0,0,g,100,65,190,5,12,15,2,3,200,0.68,0.59,0.51,65,4.68,3.41,107.22,0.96,0.94,0.87,2.52,2.57
,Kokum Curry,0,0,0,1,g,100,30,90,2,5,10,1.5,2,140,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kokum Juice,0,0,0,1,ml,100,20,45,0.1,0,11,0.2,9,2,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Kokum Sharbat,0,0,0,1,ml,100,20,53.5,0,0,13.3,0,13.3,0,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Kolhapuri Chicken,0,1,0,0,g,100,120,232,15,16.2,6.8,1.1,2,290,1.26,1.08,0.94,120,8.63,6.3,197.94,1.77,1.73,1.61,4.64,4.74
India,Kootu,1,0,0,0,g,100,30,95,3.5,4,11,3,2,160,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Korka,1,0,0,0,g,100,30,126.2,23.72,3.36,0,0,0,43.3,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kosha Mangsho (Mutton),0,1,0,0,g,100,180,260,15,18,5,0.5,1.2,330,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Kovai,1,0,0,0,g,100,4,18.28,1.3,0.24,1.2,3.12,1.02,1.86,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
Slovenia,Kranjska Klobasa,0,1,0,0,unit,1,28,260,11.0,22.0,2.0,0.0,0.4,680,0.30,0.25,0.22,28.00,2.01,1.47,46.19,0.41,0.40,0.38,1.10,1.13
Lithuania,Kugelis,0,1,0,0,g,100,18,150,4.0,6.0,20.0,1.3,1.1,170,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Kulam paarai,1,0,0,0,g,100,30,119.74,21.62,3.6,0,0,0,49.17,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Kulcha,1,0,0,0,unit,1,12,240,7.0,4.0,42.0,1.5,2.5,390,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
India,Kulfi,1,0,0,0,unit,1,18,180,4.0,8.0,23.0,0.0,19.0,42,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Kumquat,0,0,0,1,unit,1,10,71,1.9,0.9,15.9,6.5,9.4,10,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
United Arab Emirates,Kunafa,1,0,0,0,unit,1,20,210,4.0,9.0,28.0,0.4,17.0,130,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Kundapura Chicken,0,1,0,0,g,100,150,240,20,15,6,1,2,360,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
China,Kung Pao Chicken,0,1,0,0,g,100,32,210,13.6,12.0,11.4,1.0,4.2,450,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
,Kyat (Local Rice Beer),0,0,0,1,ml,100,20,60,0.5,0,12,0,2,5,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Laal Maas,0,1,0,0,g,100,180,250,17,18,4,0.5,1,360,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Laccha Paratha,1,0,0,0,unit,1,25,220,4,9,31,1.5,1,220,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Ladies finger,1,0,0,0,g,100,4,27.49,2.08,0.22,1.37,4.08,0.48,7.37,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
India,Ladoo,1,0,0,0,unit,1,25,135,3,6,17,1.5,10,9,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
Singapore,Laksa,0,1,0,0,ml,100,22,95,3.5,5.8,7.2,0.7,1.3,330,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
Australia,Lamington,1,0,0,0,unit,1,14,145,2.0,5.5,22.0,1.0,14.0,70,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
Italy,Lasagna,0,1,0,0,g,100,40,160,8.5,8.0,14.0,1.1,2.2,310,0.42,0.36,0.31,40.00,2.88,2.10,65.98,0.59,0.58,0.54,1.54,1.58
India,Lassi,1,0,0,0,ml,100,20,110,3,4,16,0,15,55,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Italy,Latte,1,0,0,0,ml,100,12,50,2.8,2.0,4.9,0.0,4.8,40,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Lauki Sabzi,0,0,0,1,g,100,30,70,1.5,3,8,2,1.5,110,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Leek,0,0,0,1,unit,1,15,61,1.5,0.3,14.2,1.8,3.9,20,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Lemon,1,0,0,0,unit,1,6,36.57,0.41,0.75,2.59,0,2.59,1.21,0.06,0.05,0.05,6,0.43,0.31,9.9,0.09,0.09,0.08,0.23,0.24
,Lemon Juice,0,0,0,1,ml,100,15,22,0.4,0.2,6.9,0.3,2.5,1,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Lemon Juice with Salt,0,0,0,1,ml,100,5,12,0.1,0.0,2.8,0.0,2.0,120,0.05,0.05,0.04,5.00,0.36,0.26,8.25,0.07,0.07,0.07,0.18,0.19
,Lemon Juice with Sugar,0,0,0,1,ml,100,6,32,0.1,0.0,8.0,0.0,7.5,4,0.06,0.05,0.05,6.00,0.43,0.31,9.90,0.09,0.09,0.08,0.22,0.23
,Lemon Pickle,0,0,0,1,g,100,16,85,0.9,4.0,11.0,2.5,4.8,1450,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
India,Lemon Rice,0,0,0,1,unit,1,55,250,4,7,41,2,1.5,260,0.58,0.5,0.43,55,3.96,2.89,90.72,0.81,0.79,0.74,2.13,2.17
,Lemonade,0,0,0,1,ml,100,6,40,0.1,0.0,10.0,0.0,9.5,5,0.06,0.05,0.05,6.00,0.43,0.31,9.90,0.09,0.09,0.08,0.22,0.23
,Lentil,1,0,0,0,g,100,8.91,306.41,23.24,0.67,44.33,14.64,1.69,10.78,0.09,0.08,0.07,8.91,0.64,0.47,14.69,0.13,0.13,0.12,0.34,0.35
Middle East,Lentil Soup,0,0,0,1,ml,100,12,72,4.4,1.6,10.0,3.2,1.2,180,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Lettuce,1,0,0,0,g,100,4,21.75,1.54,0.27,1.72,1.79,0.22,17.53,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Lime,1,0,0,0,unit,1,5,27.25,0.76,0.2,3.94,2.07,3.42,1.17,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
,Lime Juice,0,0,0,1,ml,100,15,25,0.4,0.1,8.4,0.3,1.7,1,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Lime Pickle,0,0,0,1,g,100,16,84,0.8,4.0,11.0,2.3,4.7,1440,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Linseeds,1,0,0,0,g,100,15,443.83,18.55,35.67,8.15,26.17,0.6,32.93,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Litchi,1,0,0,0,unit,1,2,53.78,0.99,0.26,9.3,1.34,9.3,0.54,0.02,0.02,0.02,2,0.14,0.1,3.3,0.03,0.03,0.03,0.08,0.08
India,Litti Chokha,1,0,0,0,unit,1,50,300,9,8,48,6,3,220,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Little Millet,0,0,0,1,g,100,11,341,9.7,4.7,67.0,7.6,0.0,5,0.12,0.10,0.09,11.00,0.79,0.58,18.14,0.16,0.16,0.15,0.44,0.45
Ecuador,Llapingachos,1,0,0,0,unit,1,20,135,3.2,4.8,19.0,1.7,0.9,190,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Lobster,1,0,0,0,g,100,32,79.71,17.25,0.67,0,0,0,165.5,0.34,0.29,0.25,32,2.3,1.68,52.78,0.47,0.46,0.43,1.24,1.26
,Lobster Butter Garlic,0,1,0,0,g,100,280,220,20,14,3,0.2,0.5,320,2.95,2.52,2.18,280,20.14,14.7,461.86,4.13,4.03,3.76,10.83,11.06
Finland,Lohikeitto,0,1,0,0,ml,100,22,78,5.2,4.5,4.0,0.4,1.0,200,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
Slovakia,Lokse,1,0,0,0,unit,1,10,120,2.0,3.0,21.0,1.1,0.5,110,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Longan,0,0,0,1,unit,1,18,60,1.3,0.1,15.1,1.1,13.2,1,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Lotus root,1,0,0,0,g,100,8,79.35,1.94,0.93,13.46,4.7,0.24,20.63,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
Greece,Loukoumades,1,0,0,0,unit,1,10,92,1.2,4.5,12.0,0.3,6.5,40,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Luchi,1,0,0,0,unit,1,10,90,2,4,12,0.5,0.2,60,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
United Arab Emirates,Luqaimat,1,0,0,0,unit,1,8,72,1.0,3.0,10.0,0.3,5.0,35,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
,Lychee,0,0,0,1,unit,1,15,66,0.8,0.4,16.5,1.3,15.2,1,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Lychee Juice,0,0,0,1,ml,100,25,60,0.2,0.1,15,0.2,13.5,1,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Maagaa,1,0,0,0,g,100,30,87.48,20.11,0.67,0,0,0,52.28,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
United States,Mac and Cheese,1,0,0,0,g,100,35,164,6.8,7.2,18.4,0.8,2.5,330,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
,Mace,1,0,0,0,g,100,170,355.64,6.24,24.41,23.71,20.31,0.85,27.17,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Macher Jhol (Fish Curry),0,1,0,0,g,100,140,120,8,7,6,1,2,300,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Machha Besara (Fish Curry),0,1,0,0,g,100,140,130,8,8,6,1.5,2.5,300,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Mackerel,1,0,0,0,g,100,30,101.1,21.51,1.53,0,0,0,83.01,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Maddur Vada,1,0,0,0,unit,1,15,180,3,9,22,1.5,1,170,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Madra,1,0,0,0,g,100,40,170,6,10,14,3,2,220,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Maggi,0,0,0,1,g,100,14,445,8.5,17.0,64.0,2.5,3.0,1200,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
Zimbabwe,Maheu,0,0,0,1,ml,100,6,52,0.8,0.3,11.7,0.2,4.9,18,0.06,0.05,0.05,6.00,0.43,0.31,9.90,0.09,0.09,0.08,0.22,0.23
India,Mahua Drink,0,0,0,1,ml,100,15,65,0.3,0,16,0,12,5,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Maize,1,0,0,0,g,100,4,183.64,5.51,2.17,30.16,6.4,2.6,2.97,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Majjige (Buttermilk),1,0,0,0,ml,100,10,40,1.8,1,4.8,0,4.8,50,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
India,Makki Di Roti,0,0,0,1,unit,1,20,140,3,2,27,2,0.5,60,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Malabar Parotta,1,0,0,0,unit,1,22,230,4,9,33,1,1,220,0.23,0.2,0.17,22,1.58,1.15,36.29,0.32,0.32,0.3,0.85,0.87
India,Malai Kofta,1,0,0,0,g,100,70,220,6,15,14,2,4,220,0.74,0.63,0.55,70,5.04,3.67,115.47,1.03,1.01,0.94,2.71,2.77
India,Malpua,1,0,0,0,unit,1,20,180,3,7,26,0.5,15,35,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Malvani Fish Curry,0,1,0,0,g,100,140,119.9,8,7.2,5.8,1.9,3.8,339.6,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Manchurian,0,0,0,1,g,100,24,176,4.2,7.4,22.0,2.0,3.1,410,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
,Manda clathi,0,0,1,0,g,100,30,95.12,21.27,1,0,0,0,58.5,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Manda Pitha,0,0,1,0,unit,1,20,150,2,3,29,1,10,35,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Mandarin,0,0,0,1,unit,1,12,53,0.8,0.3,13.3,1.8,10.6,2,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Mangalore Bonda,1,0,0,0,unit,1,15,160,2.5,7,21,1,2,140,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Mangalorean Fish Curry,0,1,0,0,g,100,140,120,8,7,6,2,3.8,340,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Mango,1,0,0,0,unit,1,20,48.43,0.57,0.49,8.37,1.95,7.63,5.35,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
